exp_id	symbol	n_estimators	max_depth	min_samples_leaf	lookforward_bars	conf_threshold	num_trades	win_rate	sharpe	return_dd_ratio	total_return_pct	max_dd_pct	profit_factor	avg_hold_h1_bars	train_auc	test_auc	status	elapsed_s
RF_GBPUSD_h24_n200_d8_c50	GBPUSD	200	8	20	24	0.5	517	0.47195357833655704	-1.4158464842354173	-0.7971515098366317	-19.362538224328716	24.289658848287043	0.7925813983302291	24.0	0.7296416419617762	0.5086796742249607	OK	651.5
RF_GBPUSD_h24_n200_d8_c55	GBPUSD	200	8	20	24	0.55	128	0.4375	-1.9241967647525695	-0.847181742953703	-5.525544896541168	6.522266258095141	0.7317462874942264	24.0	0.7296416419617762	0.5086796742249607	OK	650.5
RF_GBPUSD_h24_n200_d8_c60	GBPUSD	200	8	20	24	0.6	24	0.4583333333333333	0.44195225492901025	0.10273278569176308	0.23623690002685382	2.299527832678977	1.0691667711495283	24.0	0.7296416419617762	0.5086796742249607	OK	643.1
RF_GBPUSD_h6_n200_dNone_c50	GBPUSD	200	None	30	6	0.5	2070	0.3879227053140097	-5.4018002528517695	-0.9915351319235826	-56.98959132828462	57.47611909395944	0.6103685417410064	6.0	0.9500267307102029	0.5432389646155509	OK	715.2
RF_GBPUSD_h6_n300_d12_c50	GBPUSD	300	12	15	6	0.5	2070	0.3903381642512077	-5.204212187683389	-0.9849955475144319	-55.65045139305198	56.49817558412528	0.6216552014491884	6.0	0.8736678553658155	0.5471963339716386	OK	932.9
RF_GBPUSD_h6_n200_dNone_c55	GBPUSD	200	None	30	6	0.55	1384	0.3699421965317919	-7.183284623077438	-0.9839255378033137	-48.09795908838355	48.88373890138657	0.5168506209621383	6.0	0.9500267307102029	0.5432389646155509	OK	716.9
RF_GBPUSD_h6_n300_d12_c55	GBPUSD	300	12	15	6	0.55	1099	0.370336669699727	-8.73337405660565	-0.9997115798122517	-41.466523567066524	41.4784868000169	0.45490252002847986	6.0	0.8736678553658155	0.5471963339716386	OK	934.1
RF_GBPUSD_h6_n300_d12_c60	GBPUSD	300	12	15	6	0.6	443	0.3182844243792325	-9.520545668855283	-0.9420319783570836	-16.1707935310894	17.16586475046365	0.4104973533158649	6.0	0.8736678553658155	0.5471963339716386	OK	939.0
RF_GBPUSD_h24_n300_d12_c50	GBPUSD	300	12	15	24	0.5	517	0.4758220502901354	-1.0693270356477258	-0.8269354988028346	-15.10914202957544	18.2712461267525	0.839085360382953	24.0	0.8861453693152883	0.5004236269300965	OK	926.1
RF_GBPUSD_h24_n300_d12_c55	GBPUSD	300	12	15	24	0.55	250	0.44	-2.1941833065679317	-0.8928832584078618	-14.152991473710696	15.85088682136061	0.6954931495794495	24.0	0.8861453693152883	0.5004236269300965	OK	919.5
RF_GBPUSD_h24_n300_d12_c60	GBPUSD	300	12	15	24	0.6	63	0.4126984126984127	-2.264661914044436	-0.6020572784568209	-3.1652494792273056	5.257389275884845	0.7052936506842507	24.0	0.8861453693152883	0.5004236269300965	OK	918.4
RF_GBPUSD_h6_n200_dNone_c60	GBPUSD	200	None	30	6	0.6	635	0.3637795275590551	-10.482014631713332	-0.9936115187880272	-24.404072782241226	24.560980142428768	0.3886069755680249	6.0	0.9500267307102029	0.5432389646155509	OK	661.6
RF_GBPUSD_h24_n200_dNone_c50	GBPUSD	200	None	30	24	0.5	517	0.4816247582205029	-1.019126363477158	-0.7679988007615755	-14.474244545561232	18.84670201464904	0.845749126658302	24.0	0.9765247762052739	0.5077894698597102	OK	667.7
RF_GBPUSD_h24_n200_dNone_c55	GBPUSD	200	None	30	24	0.55	430	0.45348837209302323	-1.1455897647346844	-0.7562411406077161	-13.461640959962384	17.800725505550513	0.8285944237478284	24.0	0.9765247762052739	0.5077894698597102	OK	665.9
RF_GBPUSD_h24_n200_dNone_c60	GBPUSD	200	None	30	24	0.6	167	0.4550898203592814	-1.0491971830628501	-0.7269245731437839	-5.100253832771051	7.016207762400452	0.8393215041474092	24.0	0.9765247762052739	0.5077894698597102	OK	665.9
RF_NZDUSD_h6_n200_d8_c50	NZDUSD	200	8	20	6	0.5	2070	0.43478260869565216	-3.7853340348664095	-0.9799636430893958	-54.56273904915978	55.6783299400245	0.715301907427702	6.0	0.6894993718202467	0.5080212404732564	OK	609.6
RF_NZDUSD_h6_n200_d8_c55	NZDUSD	200	8	20	6	0.55	527	0.3908918406072106	-5.361483162950755	-0.9495208749003601	-19.292995127896397	20.3186634837501	0.6221857131234734	6.0	0.6894993718202467	0.5080212404732564	OK	613.2
RF_NZDUSD_h6_n200_d8_c60	NZDUSD	200	8	20	6	0.6	93	0.41935483870967744	-3.6855564037367463	-0.8420520149495642	-2.523630832501389	2.9970011207116998	0.7315463902082467	6.0	0.6894993718202467	0.5080212404732564	OK	616.2
